ItemCode	U_Cant_X_Empaque	U_Cant_x_carton	
ItemCode	U_Cant_X_Empaque	U_Cant_x_carton	
2SD1555 CLD	1	100	
2SD1556 CLD	1	1	
2SD1557 CLD	1	1	
2SD1557 NEC	1	1	
2SD156	1	1	
2SD1577	1	1	
2SD1585 CLD	1	1	
2SD1616	1	1	
2SD1649	1	1	
2SD1650	1	1	
2SD1651	1	1	
2SD1651 CLA	1	1	
2SD1651 CLD	1	1	
2SD1710 CLD	1	1	
2SD1711	1	1	
2SD1761PI	1	1	
2SD1778	1	1	
2SD1789	1	1	
2SD1825 CLA	1	1	
2SD1825 CLD	1	1	
2SD1830	1	1	
2SD1843	1	1	
2SD1846 CLA	1	1	
2SD1847	1	1	
2SD1858	1	1	
2SD1876 CLD	1	1	
2SD1877	1	1	
2SD1877 CLD	1	100	
2SD1878	1	1	
2SD1878 CLD	1	100	
2SD1879 CLA	1	1	
2SD1879 CLD	1	100	
2SD1880 CLA	1	1	
2SD1880 CLD	1	100	
2SD1881	1	1	
2SD1881 CLD	1	100	
2SD1886C CLD	1	1	
2SD1887	1	1	
2SD1887 CLD	1	100	
2SD1889	1	1	
2SD1910	1	1	
2SD1911	1	1	
2SD1933 CLA	1	1	
2SD1944	1	1	
2SD1959	1	1	
2SD1994	1	1	
2SD200	1	1	
2SD2012 CLD	1	1	
2SD2058 CLD	1	50	
2SD2059 CLD	1	1	
2SD2060	1	1	
2SD2061 CLD	1	1	
2SD2089	1	1	
2SD2095	1	1	
2SD2102 CLD	1	1	
2SD2125	1	1	
2SD2222	1	1	
2SD2389 CLA	1	1	
2SD2390	1	1	
2SD2394 CLD	1	1	
2SD2394 CLD-RMV	1	1	
2SD2396 CLD	1	1	
2SD2438	1	1	
2SD2439 CLD	1	1	
2SD2493 CLD	1	1	
2SD2494 CLD	1	1	
2SD2495 CLD SANK	1	1	
2SD2498 CLD	1	1	
2SD2499 CLA	1	1	
2SD2499 CLD	1	500	
2SD2525	1	1	
2SD2539	1	1	
2SD2539 CLA	1	1	
2SD2539 CLD	1	100	
2SD2553 CLD	1	1	
2SD2557 CLA	1	1	
2SD2560	1	1	
2SD2578 CLD	1	1	
2SD2580 CLD	1	1	
2SD2581 CLD	1	1	
2SD2586 CLD	1	1	
2SD2599	1	1	
2SD261	1	1	
2SD2624 CLD	1	1	
2SD2627	1	1	
2SD2627 CLA	1	1	
2SD2627 CLD	1	50	
2SD2642 CLD	1	1	
2SD2645 CLD	1	100	
2SD2689 CLD	1	50	
2SD288	1	1	
2SD291	1	1	
2SD313 CLD	1	1	
2SD362 CLD	1	1	
2SD37 CLA	1	1	
2SD401A CLD	1	1	
2SD424 TOSH	1	1	
2SD438	1	1	
2SD468	1	1	
2SD470 MATS	1	1	
2SD471	1	1	
2SD473	1	1	
2SD5024 CLD	1	50	
2SD5024 TO-220HF	1	1	
2SD5032 CLD	1	1	
2SD5036 CLD	1	1	
2SD5071	1	1	
2SD5071 CLD	1	1	
2SD5072	1	1	
2SD5072 CLD	1	1	
2SD525 TOSH	1	1	
2SD533	1	1	
2SD560	1	1	
2SD5702 CLD	1	1	
2SD5703 CLD	1	1	
2SD600	1	1	
2SD601 SEMI-CLD CLA	1	1	
2SD612	1	1	
2SD633 SEMI-CLD CLA	1	1	
2SD667AC CLD	1	1	
2SD669 CLA	1	1	
2SD669AC CLD	1	250	
2SD717	1	1	
2SD718	1	1	
2SD718 CLD	1	30	
2SD718 CLD TOSH	1	1	
2SD794	1	1	
2SD823	1	1	
2SD859 SEMI-CLD CLA	1	1	
2SD870	1	1	
2SD879	1	1	
2SD880 CLD	1	1	
2SD882 CLD	1	200	
2SD946	1	1	
2SD965	1	1	
2SD970	1	1	
2SK1102 CLA	1	1	
2SK1118	1	1	
2SK1445	1	1	
2SK1446	1	1	
2SK1507 CLD	1	1	
2SK1537	1	1	
2SK1611	1	1	
2SK2039	1	1	
2SK2125	1	1	
2SK2129	1	1	
2SK2148 CLD	1	1	
2SK2434	1	1	
2SK2434 SMD CLA	1	1	
2SK2545	1	1	
2SK2564 CLA	1	1	
2SK2564 CLD	1	1	
2SK2624 CLD	1	1	
2SK2640	1	1	
2SK2640 CLD	1	1	
2SK2642 CLD	1	1	
2SK2645 CLD	1	1	
2SK2662 CLD	1	1	
2SK2723 CLD	1	1	
2SK2837 CLD	1	1	
2SK2845 CLD	1	1	
2SK2872	1	1	
2SK2876 CLD	1	1	
2SK2937 CLD	1	1	
2SK2961	1	1	
2SK2961 CLD	1	1	
2SK2996 CLD	1	1	
2SK30 CLD	1	1	
2SK304	1	1	
2SK3053 CLD	1	1	
2SK3115 CLD	1	1	
2SK3116 CLD	1	1	
2SK33	1	1	
2SK3451 CLD	1	1	
2SK3563 CLD	1	1	
2SK3568 CLD	1	1	
2SK3569 CLD	1	1	
2SK790	1	1	
2SK794	1	1	
2SK796	1	1	
2Sk2698 CLD	1	1	
2W-160K CLA	1	1	
2W-180K CLA	1	1	
2W-62K CLA	1	1	
2W-91K CLA	1	1	
2W10	250	2500	
2X12D-100	1	4	
2X12DXMT	1	1	
2X14D-100	1	4	
2X14DxMT	1	1	
2X16D-100	1	4	
2X16DxMT	1	1	
2X18D-100	1	4	
2X18DxMT	1	1	
2X22D-100	1	8	
2X22DXMT	1	1	
3.3MF-100V	500	500	
3.3MF-160V	1	500	
3.3MF-250V	1	1000	
3.3MF-25V	1	1000	
3.3MF-350V	1	200	
3.3MF-35V	1	1000	
3.3MF-450V	1	200	
3.3MF-50V	1	1000	
3.3MF-63V	1	1000	
3.3MFD-250V	200	2000	
3001	1	6	
32N50C	1	1	
3300MF-100V PCB	80	200	
3300MF-10V	250	1000	
3300MF-16V	200	1500	
3300MF-25V	100	1400	
3300MF-35V	100	700	
3300MF-50V	50	700	
3300MF-63V PCB	100	500	
3300MF-80V PCB	100	500	
330MF-160V PCB	1	100	
330MF-16V	500	1000	
330MF-200V	50	300	
330MF-200V PCB	100	100	
330MF-250V	1	25	
330MF-250V PCB	1	50	
330MF-25V	500	2000	
330MF-350V	1	25	
330MF-35V	250	2000	
330MF-400V PCB	50	50	
330MF-450V PCB	70	100	
330MF-50V	250	1500	
330MF-63V	1	200	
3331	1	72	
3332	1	10	
3333	1	10	
3334	1	10	
3335	1	10	
3336	1	10	
3341	1	10	
3342	1	10	
3343	1	10	
3344	1	10	
3345	1	10	
3346	1	10	
334J-100V (MIL)	1	1	
334J-250V (POL)	1	1000	
334K-100V (POL)	1	1	
33MF-100V	1	300	
33MF-160V	250	2000	
33MF-250V	200	1600	
33MF-25V	1000	1000	
33MF-35V	1	1000	
33MF-400V	1	50	
33MF-450V	1	50	
33MF-50V	100	1500	
33MF-63V	1	1	
34 OF	1	1	
379-C5 SONY	1	1	
3B0565 CLD	1	1	
3BR4765J CLD	1	1	
3S0680RF CLD	1	1	
3S0765RF CLD	1	1	
3S1265R CLD	1	1	
4.7MF-100V	1000	1000	
4.7MF-100V NP	500	2000	
4.7MF-160V	1	500	
4.7MF-160V NP	500	1000	
4.7MF-250V	500	7000	
4.7MF-25V	1	1000	
4.7MF-350V	1	1000	
4.7MF-400V	1	500	
4.7MF-450V	500	1000	
4.7MF-50V	1000	4000	
4.7MF-50V NP	1000	2000	
4.7MFD-250M (475K)	100	1300	
4220BTR	1	1	
44-1 OF	1	1	
44-2 OF	1	1	
44A OF	1	1	
44C OF	1	1	
44D OF	1	1	
4700MF-100V PCB	63	150	
4700MF-16V	200	600	
4700MF-25V	100	12000	
4700MF-35V	100	700	
4700MF-50V	50	500	
4700MF-63V	50	1500	
4700MF-80V PCB	63	400	
470MF-16V	500	5000	
470MF-16V CLA	1	1	
470MF-200V	50	250	
470MF-200V PCB	100	100	
470MF-250V PCB	100	120	
470MF-25V	500	7000	
470MF-25V CLA	1	1	
470MF-35V	250	12000	
470MF-35V CLA	1	1	
470MF-50V	250	4000	
470MF-63V	200	600	
474J-250V	500	1700	
4769250	2	16	
4769259	1	2	
4780730	1	1	
4780740	1	3	
4780773	1	2	
4780774	1	2	
4780833	1	3	
4780846	1	3	
4780848	1	2	
4780861	1	1	
479470	1	80	
479480	1	100	
479490	12	80	
479500	12	97	
479540	1	10	
479550	1	25	
479710	12	40	
479720	12	30	
479730	12	24	
479740	12	30	
479790	6	30	
479800	6	24	
47MF-100V	250	2000	
47MF-160V	250	2500	
47MF-16V	1000	3000	
47MF-16V CLA	1	1	
47MF-200V	200	800	
47MF-250V	200	2400	
47MF-25V	1000	4000	
47MF-35V	1000	2000	
47MF-400V	100	400	
47MF-450V	100	200	
47MF-50V	1000	8000	
47MF-63V	1000	2000	
4N25 CLD	1	50	
4N35 CLD	1	50	
4N37 CLD	1	1	
5.4023	250	1000	
501380 OF	1	200	
5226BTR	1	1	
5228BTR	1	1	
522BP	1	24	
523 OF	1	1	
525/A OF	1	1	
525/B OF	1	1	
526-1	1	100	
526-2	1	100	
526-3	1	100	
526-4	1	100	
526-6	1	100	
526-7 OF	1	100	
526-8 OF	1	100	
526-9 OF	1	100	
550230 CLA	1	1	
550253 CLA	1	1	
550272 CLA	1	1	
550276 CLA	1	1	
550283 CLA	1	1	
55SH CLA	1	1	
560MF-200V PCB	100	100	
560MF-25V CLA	1	1	
5611DB CLA	1	1	
564J-630V	1	1	
5711S CLA	1	1	
576340	90	5	
5ANR CLA	1	1	
5BNA CLA	1	1	
5BWA CLA	1	1	
5L0365RN CLD	1	1	
5L0380R CLD	1	1	
5M02659RN CLD	1	1	
5MFD-250V	100	800	
5PK-356-G1	1	150	
5PK-356-G2	1	10	
5Q0765RT CLA	1	1	
5Q0765RT CLD	1	1	
5Q12656 CLD	1	1	
5Q1265RF CLA	1	1	
5Q1265RF CLD	1	1	
5W-0.1 OHM CLA	1	1	
5W-0.22 OHM	100	2000	
5W-0.33 OHM	100	2000	
5W-0.47 OHM	100	1200	
5W-0.5 OHM	100	250	
5W-0.68 OHM	100	500	
5W-1 OHM	100	200	
5W-1.5 OHM	100	500	
5W-1.8 OHM	100	100	
5W-10 OHM	100	800	
5W-100 OHM	100	500	
5W-12 OHM	100	500	
5W-120 OHM	100	100	
5W-15 OHM	100	500	
5W-180 OHM	100	1000	
5W-1K	100	300	
5W-2.2 OHM	100	200	
5W-2.2K CLA	1	1	
5W-2.7 OHM	100	500	
5W-20 OHM	100	500	
5W-200 OHM	100	500	
5W-22 OHM	100	300	
5W-220 OHM	100	400	
5W-240 OHM	100	500	
5W-27 OHM	100	500	
5W-270 OHM	100	500	
5W-3.3 OHM	100	200	
5W-3.9 OHM	100	500	
5W-33 OHM	100	200	
5W-330 OHM	100	200	
5W-39 OHM	100	500	
5W-390 OHM	100	500	
5W-4.7 OHM	100	100	
5W-4.7K	100	100	
5W-47 OHM	100	300	
5W-470 OHM	1	100	
5W-5.1 OHM	100	500	
5W-5.6 OHM	100	150	
5W-5.6K	100	400	
5W-56 OHM	100	500	
5W-560 OHM	100	500	
5W-6.2 OHM	100	500	
5W-6.8 OHM	100	500	
5W-6.8K	1	100	
5W-62 OHM	100	500	
5W-68 OHM	100	500	
5W-7.5 OHM	100	500	
5W-8.2 OHM	100	500	
5W-82 OHM	200	500	
5W-9.1 OHM	1	100	
6.8MFD-250V	50	600	
6112A	1	10	
6112B OF	1	10	
6116	1	10	
6174V-6002G CLA	1	1	
6174V-6002U CLA	1	1	
6174V-6006H CLA	1	1	
6174V-6010F CLA	1	1	
6174Z-8004C CLA	1	50	
6174Z8005C CLA	1	1	
6220BTR	1	1	
6313 OF	1	200	
6418L-H	1	4	
6418L-M	1	2	
6430L-H	1	1	
6433L	1	2	
6435L-H	1	1	
6505 MICRO	1	1	
6505 PIRANHA	1	1	
6506	1	10	
6516 OF	1	10	
6522	1	200	
6523	1	200	
6524	1	200	
6710V00008K	1	250	
6710V00008K-TR OF	1	200	
6710V00124D	1	250	
6711R1P089B	1	250	
6800MF-50V	50	500	
6800MF-63V	50	600	
6800MF-80V PCB	63	200	
680MF-16V	500	1000	
680MF-16V CLA	1	1	
680MF-200V PCB	1	70	
680MF-250V PCB	50	50	
680MF-25V	250	1500	
680MF-25V CLA	1	1	
680MF-50V	200	600	
683J-400V	1	1000	
69BAR2000-TD REMATE	1	1	
69BS1K LIQUIDACION	1	1	
6A10	200	4800	
6BK	1	2	
6BKxMT	1	1	
6BL	1	2	
6BLxMT	1	1	
6F22 9V-1S	10	500	
6LR61 9V-1B	10	120	
6PK-356NA-40	1	50	
74LR05PIN CHI	1	1	
74LS00	1	1	
74LS00 CLA	1	1	
74LS00P CLD	1	25	
74LS02 CLA	1	1	
74LS02 CLD	1	25	
74LS04 CLA	1	1	
74LS04P CLD	1	25	
74LS05	1	1	
74LS06	1	1	
74LS08 CLA	1	1	
74LS08 CLD	1	25	
74LS09 CLD	1	25	
74LS10 CLD	1	1	
74LS107	1	1	
74LS109 CLD	1	1	
74LS11 CLD	1	1	
74LS112 CLD	1	1	
74LS113	1	1	
74LS12 CLD	1	1	
74LS123	1	1	
74LS125 CLD	1	25	
74LS126 CLD	1	25	
74LS132	1	1	
74LS132 CLA	1	1	
74LS132 CLD	1	1	
74LS138 CLD	1	1	
74LS139 CLD	1	1	
74LS14 CLD	1	1	
74LS147 CLD	1	1	
74LS148 CLD	1	1	
74LS151 CLD	1	25	
74LS153 CLD	1	1	
74LS154	1	1	
74LS154 CLD	1	50	
74LS155 CLD	1	1	
74LS156 CLD	1	1	
74LS157 CLA	1	1	
74LS157 CLD	1	25	
74LS158N CLD	1	1	
74LS161 CLD	1	1	
74LS163 CLD	1	1	
74LS164 CLD	1	1	
74LS165 CLA	1	1	
74LS165 CLD	1	1	
74LS166 CLD	1	1	
74LS166 CLD CLA	1	1	
74LS173 CLD	1	1	
74LS173 CLD CLA	1	1	
74LS174 CLD	1	25	
74LS175 CLD	1	25	
74LS190 CLD	1	1	
74LS192 CLD	1	25	
74LS193 CLD	1	1	
74LS194 CLD	1	1	
74LS195 CLA	1	1	
74LS20 CLD	1	1	
74LS21	1	1	
74LS21 CLD	1	1	
74LS221 CLD	1	25	
74LS221N CLA	1	1	
74LS240 CLD	1	1	
74LS240 SEMI-CLD CLA	1	1	
74LS241 CLD	1	1	
74LS241 SEMI-CLD CLA	1	1	
74LS244 CLD	1	1	
74LS245	1	1	
74LS247 CLD	1	1	
74LS251	1	1	
74LS253 CLA	1	1	
74LS253 SEMI-CLD CLA	1	1	
74LS266 CLD	1	25	
74LS27 CLD	1	1	
74LS273 CLD	1	1	
74LS279 CLD CLA	1	1	
74LS299 CLA	1	1	
74LS299 SEMI-CLD CLA	1	1	
74LS30 CLA	1	1	
74LS32 CLA	1	1	
74LS32 CLD	1	25	
74LS32P CLA	1	1	
74LS373 CLD	1	1	
74LS393 CLD CLA	1	1	
74LS40 CLD CLA	1	1	
74LS47 CLA	1	1	
74LS47 CLD	1	25	
74LS48 CLD	1	25	
74LS51 CLD CLA	1	1	
74LS54 CLD CLA	1	1	
74LS73 CLD	1	25	
74LS74 CLD	1	25	
74LS75 CLA	1	1	
74LS75 CLD	1	1	
74LS76 CLD	1	1	
74LS83 CLD	1	25	
74LS85 CLD	1	25	
74LS86 CLD	1	25	
74LS90 CLA	1	1	
74LS90 CLD	1	25	
74LS92 CLD	1	1	
74LS93 CLD	1	25	
76AH2 CLA	1	1	
76BGS36	1	100	
77AH2 CLA	1	1	
7824 ANK	1	1	
78L05 CHICO CLD	1	1	
78L12 CHI	1	1	
78L15 SEMI-CLD CLA	1	1	
78L33 PLAST	1	1	
7924 ANK	1	1	
7AN	12	144	
7GPS CLA	1	1	
7R-LAMP	10	24	
8 TOM PAD	1	1	
8-598-834-20 CLA	1	50	
8000	10	60	
8001	10	20	
8003	10	30	
8011	10	30	
808-376A CLA	1	1	
808-376C	1	60	
8123A OF	1	10	
8123B OF	1	10	
8152-1B	1	17	
8159 CLA	1	1	
8160 CLA	1	10	
8161 CLA	1	1	
8174-1B	1	30	
818 BLK	1	1	
818 BLU	1	1	
818 RED	1	1	
818 YEL	1	1	
8200MF-100V PCB	50	50	
835DRC	1	8	
848DRC	1	8	
850 IC OF	1	1	
89105A CLA	1	1	
89105B CLA	1	1	
89107A CLA	1	1	
89116A CLA	1	1	
89400-T05H CLA	1	1	
89400-T06H CLA	1	1	
89400-T07H CLA	1	1	
8P8C-CAT6	1	5000	
8P8C-CAT6S	50	5000	
8PK-2061	1	96	
8PK-366N-B	1	100	
8PK-366N-G CLA	1	1	
8PK-CT012 CLA	1	1	
8PK-MA-003 CLA	1	1	
8PK-MA-016 CLA	1	1	
8PK-MA003N	1	24	
8PK-S118A	1	40	
8PK-S118A-40	1	40	
8PK-S120NAD-30	1	40	
8PK-S120NAD-40	1	40	
8PK-S120NAD-60	1	40	
9010	1	1	
9020	1	1	
910A-U2 CLA	1	1	
9113A CLA	1	1	
9121A CLA	1	1	
93C46P CLD	1	1	
9D5N20F CLD	1	1	
9SD-205A CLA	1	1	
9VCEL CLA	1	1	
9VENE CLA	1	1	
9VGP-170MA CLA	1	1	
9VGP-200MA CLA	1	1	
9VGP-250MA CLA	1	1	
9VPAN CLA	1	1	
9VSON CLA	1	1	
A007D/BK-A	13	100	
A007D/BK-C	13	100	
A007D/SL-A	13	100	
A007D/SL-C	13	100	
A010A	100	250	
A23M 12V CLA	1	1	
A4 CUSTOM Z W/CASE O	1	6	
A4 PLUS FMMH OPBC	1	6	
A4 PLUS FMMH OPN	1	6	
A4 ULTRA RWAS W/CASE	1	6	
A4 ULTRA RWAS W/CASE REMATE	1	1	
A5 PLUS FMMH OPBC	1	6	
A5 PLUS FMMH OPN	1	6	
A5 PLUS SCMS OPN	1	1	
A6 PLUS FMMH OPN	1	6	
A76-C10	1	1	
AA-59-00587A CLA	1	1	
AA10GP CAR CLA	1	1	
AA10GP PP CLA	1	1	
AA1100PAN REC CLA	1	1	
AA12PAN CAR CLA	1	1	
AA1800GP REC CLA	1	1	
AA2300GP REC CLA	1	1	
AA2500SON REC CLA	1	1	
AA2700GP REC CLA	1	1	
AA2EN ALK CLA	1	1	
AA2GNPW ALK CLA	1	1	
AA2GP ALK CLA	1	1	
AA2GP TX10 CLA	1	1	
AA3000GP REC CLA	1	1	
AA4GP ALK CLA	1	1	
AA4GP CAR CLA	1	1	
AA4SON CAR CLA	1	1	
AA59-00587A CLA	1	1	
AAA-120-15T	1	1	
AAA-30-8	1	1	
AAA-60-10T	1	1	
AAA10GP ALK CLA	1	1	
AAA10GP CAR CLA	1	1	
AAA10GP PWP CLA	1	1	
AAA10PAN CAR CLA	1	1	
AAA1250GP REC CLA	1	1	
AAA2GP ALK CLA	1	1	
AAA2GP GRC CLA	1	1	
AAA400GP REC CLA	1	1	
AAA41000GP REC CLA	1	1	
AAA4GP CAR CLA	1	1	
AAA4PAN ALK CLA	1	1	
AAA4POL ALK CLA	1	1	
AAA650GP REC CLA	1	1	
AAAGDP ALK CLA	1	1	
AAAGDP TX10 CLA	1	1	
AAAGP CAR CLA	1	1	
AAAPAN ALK CLA	1	1	
AAAPOL ALK CLA	1	1	
AAPOL ALK CLA	1	1	
AC-1048-BR CLA	1	1	
AC-1254-PH CLA	1	1	
AC-3_1-30ML CLA	1	1	
AC-3_1-90ML CLA	1	1	
AC-50 STAGEMAN	1	2	
AC-5517	1	250	
AC100 OP	1	6	
AC120CE OP	1	6	
AC120CE OP REMATE	1	1	
AC128	1	1	
AC160 NAT	1	6	
AC160CF NAT	1	6	
AC160CF NAT REMATE	1	1	
AC160CFTL NAT	1	6	
AC160CFTL NAT REMATE	1	1	
AC250CF NAT	1	6	
AC250CF NAT REMATE	1	1	
AC906-16G-RBK CLA	1	1	
AC906-32G-RBK - CLA	1	1	
AC906-32G-RWH - CLA	1	1	
ACAP-3500	1	10	
ACAP-6000	1	6	
ACD-006A	1	100	
ACD-008A	1	1	
ACER C720	1	1	
ACER TMB116	1	1	
ACER-A315-55G	1	1	
ACER-CB315-3H-C2C3	1	1	
ACM-6 OF	1	1	
ACP B01	2	250	
ACP-20 OF	1	1	
ACP-6 OF	1	1	
ACP01	1	100	
ACP11	1	100	
ACTION BASS PLUS BK	1	6	
ACTION BASS PLUS BM	1	1	
ACTION BASS PLUS TR	1	6	
ACTION BASS PLUSLHBK	1	6	
ACTION BASS V PLUSBK	1	6	
ACTION BASS V PLUSBM	1	6	
ACTION BASS V PLUSTR	1	6	
ACTION DLX AS OPN	1	6	
ACTION DLX PLUS CRS	1	6	
ACTION DLX PLUS CRS - REMATE	1	1	
ACTION DLX PLUS CRS REMATE	1	1	
ACTION DLX V AS OPN	1	6	
ACTION DLX V PLUSCRS	1	6	
ACTION HH4 BRM	1	4	
ACTION HH4 TLB	1	4	
ACTION HH5 BRM	1	4	
ACTION HH5 BRM REMATE	1	1	
ACTION HH5 TLB	1	2	
ACTION M-12A 115V	1	1	
ACTION M-12A 115V REMATE	1	1	
ACTION PJ OPB	1	6	
ACTION PJ OPBC	1	6	
ACTION PJ OPW	1	6	
ACTION PJ OPW REMATE	1	1	
ACTION-508A	1	1	
ACTION-512A	1	1	
ACTION-515A	1	1	
ACTION-525A	1	1	
ACTION-M512A	1	1	
ACTION-S118A-115	1	1	
ACTION-S18A	1	1	
ACTION12A 115V	1	1	
ACTION15A 115V	1	1	
ACTION18A 115V	1	1	
ACTION215A 115V	1	1	
AD-051S	1	200	
AD-052S	1	200	
AD-052SC	1	200	
AD-053S	1	100	
AD-061S	1	200	
AD-062S	1	200	
AD-1000	1	30	
AD-1200F	10	40	
AD-1202U OF	1	1	
AD-1210 OF	1	150	
AD-121S	1	200	
AD-1220 CLA	1	1	
AD-1223	1	100	
AD-122DTV	1	100	
AD-122DTV REMATE	1	1	
AD-122S	1	100	
AD-1233	1	83	
AD-123S	1	90	
AD-12SW	1	40	
AD-12V 1.5A	1	30	
AD-12V 1A	1	30	
AD-12V 1A CLA	1	1	
AD-12V 2A	1	30	
AD-12V 2A CLA	1	1	
AD-12V 3A CLA	1	1	
AD-12V 5A CLA	1	1	
AD-12V-3A CLA	1	1	
AD-1321G	100	500	
AD-14V 2.1A CLA	1	1	
AD-1500 EVL	1	20	
AD-15V 6A CLA	1	1	
AD-1760	1	300	
AD-18.5V 3.5A CLA	1	1	
AD-19.5V 2.1A CLA	1	1	
AD-19.5V 3.05A CLA	1	1	
AD-19.5V 4.62A CLA	1	1	
AD-19.5V 4.62A HP CLA	1	1	
AD-19.5V 4.7A CLA	1	1	
AD-19.5V-1.58A CLA	1	1	
AD-19V 1.58A CLA	1	1	
AD-19V 1.58A DELL CLA	1	1	
AD-19V 1.58A HP CLA	1	1	
AD-19V 2.15A CLA	1	1	
AD-19V 2.1A CLA	1	1	
AD-19V 2.1A LG CLA	1	1	
AD-19V 2.1A SAM CLA	1	1	
AD-19V 2.1A SONY CLA	1	1	
AD-19V 3.34A CLA	1	1	
AD-19V 3.42A CLA	1	1	
AD-19V 4.74A CLA	1	1	
AD-19V 4.74A TOSH CLA	1	1	
AD-2.0-LAN CLA	1	1	
AD-2000	1	20	
AD-20V 4.5A CLA	1	1	
AD-20V 4.5A LEN CLA	1	1	
AD-241S	1	100	
AD-242S	50	400	
AD-24SW	1	40	
AD-2501	1	40	
AD-2515	1	4	
AD-2515U	1	40	
AD-3	1	10	
AD-30SW	1	40	
AD-351	20	400	
AD-353	10	200	
AD-361	1	100	
AD-3853	100	500	
AD-3854	100	500	
AD-435	1	2000	
AD-500J	1	50	
AD-503	1	400	
AD-517	1	129	
AD-5V 2A CLA	1	1	
AD-6PL 12V 2A CLA	1	1	
AD-7820 (AV15-S3) OF	1	1	
AD-912 OF	1	1	
AD-912M	1	200	
AD-912S	1	100	
AD-920INV	1	200	
AD-96W CLA	1	1	
AD-A12150LW CLA	1	1	
AD-CAR BK CLA	1	1	
AD-CAR CLA	1	1	
AD-CAR GR CLA	1	1	
AD-DVIxHDMI CLA	1	1	
AD-DVIxVGA 24_1 CLA	1	1	
AD-DVIxVGA 24_5 CLA	1	1	
AD-E95100LG-P2 CLA	1	1	
AD-E95100LU-P1-OP1 CLA	1	1	
AD-E95100LU-P3	1	50	
AD-G1XON CLA	1	1	
AD-GI35	1	150	
AD-HUBC1	1	50	
AD-HUBC2	1	40	
AD-ID-SAT CLA	1	1	
AD-INT-2.1 12V 2A CLA	1	1	
AD-INT-2.1 5V 2A CLA	1	1	
AD-INT-2.5 12V 2A CLA	1	1	
AD-INT-2.5 6V 2A CLA	1	1	
AD-LAP-UNI CLA	1	1	
AD-LAPTOP CLA	1	1	
AD-LIHD1	1	50	
AD-PA5 LIQUIDACION	1	1	
AD-USB-2JACK CLA	1	1	
AD-USB-SATA	1	250	
AD-VCHD-2.0	1	100	
AD162	1	1	
AD810 BKS	1	6	
AD810 BKS REMATE	1	1	
AD810 LH OP	1	2	
AD810 OP	1	6	
AD810 OP REMATE	1	1	
AD810E BKS	1	6	
AD810E BKS REMATE	1	1	
AD810E BKS REMATE 2	1	1	
AD810E OP	1	6	
AD810E OP REMATE	1	1	
AD880 NAT	6	1	
AD880 NAT REMATE	1	1	
AD880 NS	1	6	
AD880CE BK	1	6	
AD880CE LH NAT	3	1	
AD880CE NAT	1	6	
AD880CE NS	1	6	
ADC-IPUC03	1	100	
ADC-IPUC04	1	800	
ADC-IPUC05	1	400	
ADJ10-BW	1	1	
ADJ10-KA	1	1	
ADJ10-SI	1	1	
ADLS-102A	1	400	
ADM-12X	1	2	
ADM-8X	1	2	
ADM-T4	1	10	
ADM-T6	1	10	
ADP-052F	1	1	
ADP00056 OF	1	1	
ADV-241MF	1	500	
ADV-245MF	1	250	
ADVANTA SUB	1	1	
ADVANTA1000	1	1	
ADVANTA500	1	1	
ADWC-X/PACK 5A	1	1	
ADWC-X/PACK 7A	1	1	
AEIEL304U2 CLA	1	1	
AERO-20A	1	1	
AERO-20A-120	1	1	
AF510 BKS	1	6	
AF510 OP	1	6	
AF510E BKS	1	6	
AF510E BKS REMATE	1	1	
AF510E OP	1	6	
AF510M OP	1	6	
AG-DISC CLA	1	1	
AG1-10B	20	400	
AG3-10B	20	400	
AG4-10B	20	400	
AG70CE-A-U	1	6	
AGS-800	12	252	
AGS-801	12	252	
AHD710P-2TU31-CRD CLA	1	1	
AI-400	1	25	
AKB-668 OF	1	1	
AKB59-00153A CLA	1	1	
AKB73615701 CLA	1	1	
AKB73756504 CLA	1	1	
AKB73756524 CLA	1	1	
AKB73975701 CLA	1	1	
AL-109	10	250	
AL-109XUNID	1	1	
AL-8M-0.1MM CLA	1	1	
ALFA15	1	1	
ALFA15 ECO AMP	1	1	
ALFA15 REMATE	1	1	
ALS-A77 CLA	1	1	
ALTEA-415A	1	1	
ALTEA-715A	1	1	
ALTEA-718A-115	1	1	
AM-250W 4CH CLA	1	1	
AM-SVC692-BB-012-2M CLA	1	1	
AM3-S12A CLA	1	1	
AME-DMXOPERADOR192 C	1	1	
AMP-0-30A CLA	1	1	
AMP-6 OF	1	1	
AMS1117 SMD CLD	1	1	
AN-26358K	1	400	
AN-265100C	1	500	
AN-26599	1	500	
AN-307	20	420	
AN-313	1	20	
AN-315-5	1	200	
AN15525 CLD	1	1	
AN17800A	1	1	
AN17802A CLD	1	1	
AN17807A CLD	1	1	
AN17808A CLD	1	1	
AN17808A CLD-RMV	1	1	
AN17820A CLD	1	1	
AN17821A CLD	1	1	
AN17821A SEMI-CLD	1	1	
AN17823A CLD	1	1	
AN17830A CLD	1	1	
AN229 CLD CLA	1	1	
AN236 CLD CLA	1	1	
AN240	1	1	
AN259 CLD CLA	1	1	
AN264 CLD CLA	1	1	
AN278 CLD CLA	1	1	
AN326 CLD CLA	1	1	
AN328 CLA	1	1	
AN3310K CLD CLA	1	1	
AN3313 CLD CLA	1	1	
AN3320K CLD CLA	1	1	
AN3321K CLD CLA	1	1	
